PID;Name;Title;PublicationType;ContentType;Journal;JournalISSN;Status;Volume;Issue;HostPublication;Year;Edition;Publisher;Series;SeriesISSN;ISBN;Urls;DOI;ISI;CreatedDate;PublicationDate;LastUpdated;FullTextLink;NumberOfAuthors;FridaLevel;PartOfThesis;PublicationSubtype;Conference
852267;Hedberg, Marie [mheiped] [0000-0002-9123-3357] (Linnéuniversitetet [4853], Fakulteten för samhällsvetenskap (FSV) [12353], Institutionen för idrottsvetenskap (ID) [12371]);Coaching and Coach Eduaction in Sweden;Artikel i tidskrift;Övrigt vetenskapligt;International Sport Coaching Journal;2328-918X;published;2;2;;2015;;;;;;;10.1123/iscj.2014-0136;;08/09/15;08/09/15;17/02/16;;1;0;;;
852603;"Tunå, Per (Lund University);Svensson, Helena (Lund University);Brandin, Jan [jbrbie] [0000-0002-4162-3680] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för byggd miljö och energiteknik (BET) [15501]) (Bioenergy technology)";Modelling of a reverse-flow partial oxidation reactor for synthesis gas production from gasifier product gas.;Artikel i tidskrift;Refereegranskat;Journal of Computational Methods in Sciences and Engineering;1472-7978;published;15;3;;2015;;;;;;;10.3233/JCM-150545;;09/09/15;09/09/15;11/04/16;http://lnu.diva-portal.org/smash/get/diva2:852603/FULLTEXT01.pdf;3;1;;;
852612;"Parsland, Charlotte [cpakem] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för byggd miljö och energiteknik (BET) [15501]) (Bioenergy technology);Larsson, Ann-Charlotte [anlaab] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för byggd miljö och energiteknik (BET) [15501]) (Bioenergy technology);Benito, Patricia (University of Bologna, Italy);Fornasari, Guiseppe (University of Bologna, Italy);Brandin, Jan [jbrbie] [0000-0002-4162-3680] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för byggd miljö och energiteknik (BET) [15501]) (Bioenergy technology)";Nickel-substituted bariumhexaaluminates as novel catalysts in steam reforming of tars;Artikel i tidskrift;Refereegranskat;Fuel processing technology;0378-3820;published;140;;;2015;;Elsevier;;;;;10.1016/j.fuproc2015.07.024;3,63354E+11;09/09/15;09/09/15;16/11/15;;5;1;;;
852756;"Koz_owski, Marcin (Silesian University of Technology, Poland);Dorn, Michael [midoaa] [0000-0002-1181-8479] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för byggteknik (BY) [15500]);Serrano, Erik [esabtk] [0000-0002-5333-0682] (Lund University, Sweden)";Experimental testing of load-bearing timber–glass composite shear walls and beams;Artikel i tidskrift;Refereegranskat;Wood Material Science & Engineering;1748-0272;published;10;3;;2015;;Taylor & Francis;;;;;10.1080/17480272.2015.1061595;;10/09/15;10/09/15;28/09/15;;3;1;;;
852864;"Bader, Thomas K. [thbaaa] [0000-0002-7829-4630] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för byggteknik (BY) [15500]) (Vienna University of Technology, Austria);Schweigler, Michael (Vienna University of Technology, Austria);Hochreiner, Georg (Vienna University of Technology, Austria);Serrano, Erik [esabtk] [0000-0002-5333-0682] (Lund University, Sweden);Enquist, Bertil [bensot] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för byggteknik (BY) [15500]);Dorn, Michael [midoaa] [0000-0002-1181-8479] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för byggteknik (BY) [15500])";Dowel deformations in multi-dowel LVL-connections under moment loading;Artikel i tidskrift;Refereegranskat;Wood Material Science & Engineering;1748-0272;published;10;3;;2015;;;;;;;10.1080/17480272.2015.1070372;;10/09/15;10/09/15;27/04/16;;6;1;;;
852873;"Memeti, Suejb [sumeaa] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för datavetenskap (DV) [12379]) (Parallel Computing);Pllana, Sabri [saplaa] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för datavetenskap (DV) [12379]) (Parallel Computing)";Accelerating DNA Sequence Analysis using Intel<sup>(R)</sup> Xeon Phi<sup>(TM)</sup>;Konferensbidrag;Refereegranskat;;;;;;Proceedings : 13th IEEE International Symposium on Paralleland Distributed Processing with Applications, ISPA 2015;2015;;IEEE Press;;;978-1-4673-7951-9;http://arxiv.org/abs/1506.08612;10.1109/Trustcom.2015.636;;10/09/15;10/09/15;22/04/16;http://lnu.diva-portal.org/smash/get/diva2:852873/FULLTEXT01.pdf;2;1;;;The 13th IEEE International Symposium on Parallel and Distributed Processing with Applications (IEEE ISPA-15) Helsinki, Finland, 20-22 August, 2015
852877;"Memeti, Suejb [sumeaa] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för datavetenskap (DV) [12379]) (Parallel Computing);Pllana, Sabri [saplaa] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för datavetenskap (DV) [12379]) (Parallel Computing)";Analyzing large-scale DNA Sequences on Multi-core Architectures;Konferensbidrag;Refereegranskat;;;;;;Proceedings : IEEE 18th International Conferenceon Computational Science and Engineering, CSE 2015;2015;;IEEE Press;;;978-1-4673-8297-7;http://arxiv.org/pdf/1509.01506.pdf;10.1109/CSE.2015.25;;10/09/15;10/09/15;22/04/16;http://lnu.diva-portal.org/smash/get/diva2:852877/FULLTEXT01.pdf;2;1;;;The 18th IEEE International Conference on Computational Science and Engineering (CSE 2015), Porto, Portugal, 20 - 23 October 2015
852987;Eriksson, Magnus [merhum] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för film och litteratur (IFL) [12365]);Att läsa <em>Bödeln</em>;Kapitel i bok, del av antologi;Övrigt vetenskapligt;;;;;;Pär Lagerkvist i text och ton : Pär Lagerkvist-Samfundets årsskrift 2015;2015;;Pär Lagerkvist-Samfundets förlag;"Pär Lagerkvist-Samfundets skriftserie ; 22";1102-6545;;;;;10/09/15;10/09/15;19/10/15;http://lnu.diva-portal.org/smash/get/diva2:852987/FULLTEXT01.pdf;1;0;;;
852988;Eriksson, Magnus [merhum] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för film och litteratur (IFL) [12365]);Bilder av staden;Kapitel i bok, del av antologi;Övrigt vetenskapligt;;;;;;Pendulum : Kalmar – Växjö;2015;;Linnaeus University Press;;;9,78919E+12;;;;10/09/15;10/09/15;27/01/16;;1;0;;;
853002;"Linderholt, Andreas [anliaa] [0000-0002-4404-5708] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för maskinteknik (MT) [12382]) (Maskinteknik);Scheel, Maren (Chalmers University of Technology, Sweden);Johansson, Anders (Chalmers University of Technology, Sweden) (Strukturdynamik)";Effects of Interface Loading in Dynamic Substructuring;Konferensbidrag;Övrigt vetenskapligt;;;;;;ICoEV 2015 : International Conference on Engineering Vibration, (ICoEV) 2015 Ljubljana, 7-10 September, 2015;2015;;University of Ljubljana;;;;;;;10/09/15;10/09/15;17/09/15;http://lnu.diva-portal.org/smash/get/diva2:853002/FULLTEXT01.pdf;3;0;;;International Conference on Engineering Vibration, (ICoEV) 2015 Ljubljana, 7-10 September, 2015
853094;"Bergman, Ann-Sofie [asbivosa] [0000-0001-5202-0722] (Linnéuniversitetet [4853], Fakulteten för samhällsvetenskap (FSV) [12353], Institutionen för socialt arbete (SA) [12374]);Hanson, Elizabeth [vhael] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för hälso- och vårdvetenskap (HV) [12360])";Stöd till barn när en förälder avlider;Kapitel i bok, del av antologi;Övrigt vetenskapligt;;;;;;Att se barn som anhöriga - om beroende i relationer, interventioner och omsorgsansvar : Antologi;2015;;Nationellt kompetenscentrum anhöriga, Linnéuniversitetet;"Barn som anhöriga ; 2015:6";;978-91-87731-26-6;http://www.anhoriga.se/Global/BSA/Dokument/Antologin/antologin.pdf;;;11/09/15;11/09/15;27/04/16;;2;0;;;
853127;Nordin, Andreas [anoiped] (Linnéuniversitetet [4853], Fakulteten för samhällsvetenskap (FSV) [12353], Institutionen för pedagogik (PED) [12372]) (Studies in Curriculum, Teaching and Evaluation (SITE));Governing by instruction : Strengthening the role of the EU in national educational policy-making;Konferensbidrag;Refereegranskat;;;;;;ECER 2015, Education and Transition. Contributions from Educational Research, Network: 23. Policy Studies and Politics of Education;2015;;;;;;http://www.eera-ecer.de/ecer-programmes/pdf/conference/20/contribution/33498/;;;11/09/15;11/09/15;19/10/15;;1;0;;;European Conference on Educational Research (ECER) 2015, Budapest, September 7-11, 2015
853204;"Caprolu, Giuseppe (Luleå Univ Technol, Sweden);Girhammar, Ulf Arne (Luleå Univ Technol, Sweden);Källsner, Bo [bklips] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för byggteknik (BY) [15500])";Comparison of models and tests on bottom rails in timber frame shear walls experiencing uplift;Artikel i tidskrift;Refereegranskat;Construction and Building Materials;0950-0618;published;94;;;2015;;;;;;;10.1016/j.conbuildmat.2015.05.125;3,59875E+11;11/09/15;11/09/15;11/09/15;;3;1;;;
853205;"Fernandez, Carmen (Univ Valencia, Spain);Galbis, Antonio (Univ Valencia, Spain);Toft, Joachim [jtomsi] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för matematik (MA) [12383])";Characterizations of GRS-weights, and consequences in time-frequency analysis;Artikel i tidskrift;Refereegranskat;Journal of Pseudo-Differential Operators and Applications;1662-9981;published;6;3;;2015;;;;;;;10.1007/s11868-015-0122-z;3,6004E+11;11/09/15;11/09/15;11/09/15;;3;1;;;
853246;"Martinez Garcia, Sandra [samaaa] (Univ Hawaii, USA);Karl, David M. (Univ Hawaii, USA)";Microbial respiration in the euphotic zone at Station ALOHA;Artikel i tidskrift;Refereegranskat;Limnology and Oceanography;0024-3590;published;60;3;;2015;;;;;;;10.1002/lno.10072;3,5449E+11;11/09/15;11/09/15;11/09/15;;2;1;;;
853264;"Henriksson, Anette (Ersta Sköndal Univ Coll, Sweden ; Karolinska Inst, Sweden);Carlander, Ida (Ersta Sköndal Univ Coll, Sweden ; Karolinska Inst, Sweden);Årestedt, Kristofer [vfrkr] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för hälso- och vårdvetenskap (HV) [12360]) (Linköping Univ, Sweden ; Ersta Sköndal Univ Coll, Sweden)";Factors associated with feelings of reward during ongoing family palliative caregiving;Artikel i tidskrift;Refereegranskat;Palliative & Supportive Care;1478-9515;published;13;3;;2015;;;;;;;10.1017/S1478951514000145;3,5654E+11;11/09/15;11/09/15;11/09/15;;3;1;;;
853378;"Kurti, Erdelina [erkuaa] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för informatik (IK) [12381]);Haftor, Darek [dermsi] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för informatik (IK) [12381]) (LiDBRI: Linnaeus Digital Business Research Initiative - http://lnu.se/research-groups/lidbri?l=en)";Barriers and Enablers of Digital Business model Transformation;Konferensbidrag;Refereegranskat;;;;;;Proceedings of 9th European Conference on IS Management and Evaluation;2015;;Academic Conferences Limited;Proceedings of the European Conference on Information Management and Evaluation;2048-8912;978_1_910810_54_5;;;3,7198E+11;13/09/15;13/09/15;03/05/16;;2;0;;;European Conference on IS Management and Evaluation ECIME 2015, Bristol
853387;Papageorgiou, Vasilis [vpahum] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för film och litteratur (IFL) [12365]);Växjökalmarologier;Kapitel i bok, del av antologi;Övrigt vetenskapligt;;;;;;Pendulum Kalmar - Växjö;2015;;Linnaeus University Press;;;9,78919E+12;;;;13/09/15;13/09/15;31/03/16;;1;0;;;
853393;Kurti, Erdelina [erkuaa] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för informatik (IK) [12381]);Inherent cognitive dependencies in the transformation of business models from non-digital to digital;Konferensbidrag;Refereegranskat;;;;;;Advanced Information Systems Engineering Workshops : CAiSE 2015 International Workshops Stockholm, Sweden, June 8–9, 2015 Proceedings;2015;;Springer;"Lecture Notes in Business Information Processing ; 215";1865-1348;"978-3-319-19242-0;978-3-319-19243-7";;10.1007/978-3-319-19243-7_14;3,64992E+11;13/09/15;13/09/15;18/12/15;;1;1;;;27th International Conference on Advanced Information Systems Engineering (CAiSE), Stockholm, 8-12 June, 2015
853462;"Khrennikov, Andrei [akhmsi] [0000-0002-9857-0938] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för matematik (MA) [12383]);Kozyrev, Sergei (Russian Acad Sci, Russia);Månsson, Alf [nmaal] [0000-0002-5889-7792] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för kemi och biomedicin (KOB) [12361])";Hierarchical model of the actomyosin molecular motor based on ultrametric diffusion with drift;Artikel i tidskrift;Refereegranskat;Infinite Dimensional Analysis Quantum Probability and Related Topics;0219-0257;published;18;2;;2015;;;;;;;10.1142/S0219025715500137;3,56062E+11;11/09/15;14/09/15;03/05/16;;3;2;;;
853464;"Hörberg, Ulrica [uhoivosa] [0000-0002-8115-5359] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för hälso- och vårdvetenskap (HV) [12360]);Benzein, Eva [vbeev] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för hälso- och vårdvetenskap (HV) [12360]) (Centre for Collaborative Palliative Care);Erlingsson, Christen [verch] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för hälso- och vårdvetenskap (HV) [12360]);Syrén, Susanne [vsysu] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för hälso- och vårdvetenskap (HV) [12360])";Engaging with Families Is a Challenge : Beliefs among Healthcare Professionals in Forensic Psychiatric Care;Artikel i tidskrift;Refereegranskat;Nursing Research and Practice;2090-1429;published;;;;2015;;Hindawi Publishing Corporation;;;;;10.1155/2015/843717;;14/09/15;14/09/15;23/09/15;http://lnu.diva-portal.org/smash/get/diva2:853464/FULLTEXT01.pdf;4;1;;;
853469;Khrennikov, Andrei [akhmsi] [0000-0002-9857-0938] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för matematik (MA) [12383]);CHSH Inequality : Quantum Probabilities as Classical Conditional Probabilities;Artikel i tidskrift;Refereegranskat;Foundations of physics;0015-9018;published;45;7;;2015;;;;;;;10.1007/s10701-014-9851-8;3,56264E+11;11/09/15;14/09/15;03/05/16;;1;1;;;
853503;"Dace, Elina (Riga Tech Univ, Latvia);Muizniece, Indra (Riga Tech Univ, Latvia);Blumberga, Andra (Riga Tech Univ, Latvia);Kaczala, Fabio [tkafa] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för biologi och miljö (BOM) [12359])";Searching for solutions to mitigate greenhouse gas emissions by agricultural policy decisions - Application of system dynamics modeling for the case of Latvia;Artikel i tidskrift;Refereegranskat;Science of the Total Environment;0048-9697;published;527;;;2015;;;;;;;10.1016/j.scitotenv.2015.04.088;3,56225E+11;11/09/15;14/09/15;14/09/15;;4;2;;;
853541;"Protudjer, Jennifer L. P. (Karolinska Inst, Sweden);Jansson, Sven-Arne (Karolinska Inst, Sweden ; Umeå Univ, Sweden);Arnlind, Marianne Heibert (Swedish Council Hlth Technol Assessment, Sweden ; Karolinska Inst, Sweden );Bengtsson, Ulf (Sahlgrens Univ Hosp, Sweden);Källström-Bengtsson, Ingrid (Swedish Asthma & Allergy Fdn, Sweden);Marklund, Birgitta [emabi] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för hälso- och vårdvetenskap (HV) [12360]);Middelveld, Roelinde (Karolinska Inst, Sweden);Rentzos, Georgios (Sahlgrens Univ Hosp, Sweden);Sundqvist, Ann-Charlotte (Sachs Children & Youth Hosp, Sweden);Åkerström, Johanna (Sahlgrens Univ Hosp, Sweden);Östblom, Eva (Sachs Children & Youth Hosp, Sweden ; Karolinska Inst, Sweden);Dahlen, Sven-Erik (Karolinska Inst, Sweden);Ahlstedt, Staffan (Karolinska Inst, Sweden)";Household Costs Associated with Objectively Diagnosed Allergy to Staple Foods in Children and Adolescents;Artikel i tidskrift;Refereegranskat;Journal of Allergy and Clinical Immunology-In Practice;2213-2198;published;3;1;;2015;;;;;;;10.1016/j.jaip.2014.09.021;3,5421E+11;14/09/15;14/09/15;14/09/15;;13;0;;;
853548;"Lard, Mercy (Lund Univ, Sweden);ten Siethoff, Lasse [esila] [0000-0001-6878-3142] (Linnéuniversitetet [4853], Fakulteten för samhällsvetenskap (FSV) [12353], Institutionen för idrottsvetenskap (ID) [12371]) (Alf Månsson);Generosi, Johanna (Lund Univ, Sweden);Persson, Malin [fpema] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för kemi och biomedicin (KOB) [12361]);Linke, Heiner (Lund Univ, Sweden);Månsson, Alf [nmaal] [0000-0002-5889-7792] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för kemi och biomedicin (KOB) [12361])";Nanowire-Imposed Geometrical Control in Studies of Actomyosin Motor Function;Artikel i tidskrift;Refereegranskat;IEEE Transactions on Nanobioscience;1536-1241;published;14;3;;2015;;;;;;;10.1109/TNB.2015.2412036;3,55321E+11;14/09/15;14/09/15;03/05/16;;6;1;;;
853551;"Liljeqvist, Maria (Umea Univ, Sweden);Ossandon, Francisco J. (Univ Andres Bello, Chile);Gonzalez, Carolina (Univ Andres Bello, Chile ; Fraunhofer Chile Res Fdn, Chile);Rajan, Sukithar (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för biologi och miljö (BOM) [12359]);Stell, Adam (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för biologi och miljö (BOM) [12359]);Valdes, Jorge (Fraunhofer Chile Res Fdn, Chile);Holmes, David S. (Univ Andres Bello, Chile);Dopson, Mark [madoaa] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för biologi och miljö (BOM) [12359]) (Umeå Univ, Sweden)";Metagenomic analysis reveals adaptations to a cold-adapted lifestyle in a low-temperature acid mine drainage stream;Artikel i tidskrift;Refereegranskat;FEMS Microbiology Ecology;0168-6496;published;91;4;;2015;;;;;;;10.1093/femsec/fiv011;3,55327E+11;14/09/15;14/09/15;14/09/15;;8;1;;;
